,MovieID,Title,Genres,NumRatings,AvgRating
992,1060,Swingers (1996),Multiple,786,3.94147582697201
3184,3416,"Trial, The (Le Procès) (1963)",Drama,51,3.9411764705882355
2664,2871,Deliverance (1972),Multiple,729,3.9410150891632374
3366,3606,On the Town (1949),Musical,169,3.940828402366864
917,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,100,3.94
1130,1220,"Blues Brothers, The (1980)",Multiple,1341,3.9395973154362416
1656,1834,"Spanish Prisoner, The (1997)",Multiple,493,3.9391480730223125
3223,3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,65,3.9384615384615387
1088,1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,129,3.937984496124031
1182,1274,Akira (1988),Multiple,452,3.933628318584071
2002,2183,"Man Who Knew Too Much, The (1956)",Thriller,179,3.9329608938547485
258,265,Like Water for Chocolate (Como agua para chocolate) (1992),Multiple,772,3.9326424870466323
970,1035,"Sound of Music, The (1965)",Musical,882,3.931972789115646
414,428,"Bronx Tale, A (1993)",Drama,263,3.931558935361217
2078,2268,"Few Good Men, A (1992)",Multiple,1061,3.93119698397738
1068,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,158,3.930379746835443
2400,2599,Election (1999),Comedy,1522,3.9303547963206307
3317,3551,Marathon Man (1976),Thriller,400,3.93
1890,2071,And the Band Played On (1993),Drama,171,3.9298245614035086
3248,3481,High Fidelity (2000),Comedy,1373,3.928623452294246
541,555,True Romance (1993),Multiple,658,3.9285714285714284
1000,1069,"Murder, My Sweet (1944)",Multiple,110,3.9272727272727272
3135,3364,"Asphalt Jungle, The (1950)",Multiple,151,3.9271523178807946
3669,3916,Remember the Titans (2000),Drama,437,3.9244851258581237
846,907,"Gay Divorcee, The (1934)",Multiple,105,3.9238095238095236
1031,1103,Rebel Without a Cause (1955),Drama,402,3.9228855721393034
3309,3543,Diner (1982),Multiple,839,3.9225268176400476
1246,1344,Cape Fear (1962),Multiple,361,3.9224376731301938
1165,1257,Better Off Dead... (1985),Comedy,472,3.9216101694915255
2806,3019,Drugstore Cowboy (1989),Multiple,416,3.920673076923077
3219,3451,Guess Who's Coming to Dinner (1967),Multiple,350,3.92
2111,2303,Nashville (1975),Multiple,325,3.92
3131,3360,Hoosiers (1986),Drama,590,3.91864406779661
501,515,"Remains of the Day, The (1993)",Drama,450,3.917777777777778
170,176,Living in Oblivion (1995),Comedy,205,3.9170731707317072
3439,3681,For a Few Dollars More (1965),Western,325,3.916923076923077
281,290,Once Were Warriors (1994),Multiple,168,3.9166666666666665
3426,3668,Romeo and Juliet (1968),Multiple,356,3.9157303370786516
576,590,Dances with Wolves (1990),Multiple,1451,3.9152308752584424
912,973,Meet John Doe (1941),Drama,82,3.9146341463414633
1492,1625,"Game, The (1997)",Multiple,882,3.9138321995464853
870,931,Spellbound (1945),Multiple,206,3.912621359223301
2462,2664,Invasion of the Body Snatchers (1956),Multiple,628,3.912420382165605
2758,2969,"Man and a Woman, A (Un Homme et une Femme) (1966)",Multiple,91,3.912087912087912
1242,1340,Bride of Frankenstein (1935),Horror,216,3.912037037037037
1210,1302,Field of Dreams (1989),Drama,768,3.9114583333333335
2409,2611,"Winslow Boy, The (1998)",Drama,146,3.910958904109589
1758,1938,"Lost Weekend, The (1945)",Drama,122,3.9098360655737703
2716,2924,Drunken Master (Zui quan) (1979),Multiple,133,3.9097744360902253
3591,3836,Kelly's Heroes (1970),Multiple,375,3.9093333333333335
841,902,Breakfast at Tiffany's (1961),Multiple,676,3.908284023668639
1075,1162,"Ruling Class, The (1972)",Comedy,96,3.90625
2511,2716,Ghostbusters (1984),Multiple,2181,3.9055479138010085
1889,2070,Tender Mercies (1983),Drama,264,3.9053030303030303
1190,1282,Fantasia (1940),Multiple,943,3.904559915164369
1743,1923,There's Something About Mary (1998),Comedy,1371,3.9044493070751276
3022,3246,Malcolm X (1992),Drama,475,3.903157894736842
2126,2318,Happiness (1998),Comedy,320,3.903125
3311,3545,Cabaret (1972),Multiple,443,3.9029345372460496
2274,2467,"Name of the Rose, The (1986)",Mystery,324,3.9012345679012346
461,475,In the Name of the Father (1993),Drama,312,3.9006410256410255
2347,2542,"Lock, Stock & Two Smoking Barrels (1998)",Multiple,625,3.8976
610,628,Primal Fear (1996),Multiple,485,3.8969072164948453
2458,2660,"Thing From Another World, The (1951)",Sci-Fi,135,3.8962962962962964
1995,2176,Rope (1948),Thriller,191,3.8952879581151834
2540,2745,"Mission, The (1986)",Drama,229,3.8951965065502185
2711,2919,Year of Living Dangerously (1982),Multiple,391,3.895140664961637
494,508,Philadelphia (1993),Drama,561,3.894830659536542
963,1028,Mary Poppins (1964),Multiple,1011,3.894164193867458
860,921,My Favorite Year (1982),Comedy,302,3.8940397350993377
2944,3160,Magnolia (1999),Drama,1113,3.8939802336028753
310,319,Shallow Grave (1994),Thriller,273,3.8937728937728937
2852,3067,Women on the Verge of a Nervous Breakdown (1988),Multiple,353,3.8923512747875355
33,34,Babe (1995),Multiple,1751,3.8914905768132497
1760,1940,Gentleman's Agreement (1947),Drama,91,3.89010989010989
2656,2863,"Hard Day's Night, A (1964)",Multiple,518,3.88996138996139
2740,2948,From Russia with Love (1963),Action,771,3.8897535667963683
2093,2285,If.... (1968),Drama,54,3.888888888888889
683,714,Dead Man (1995),Western,153,3.888888888888889
1820,2000,Lethal Weapon (1987),Multiple,1627,3.8869084204056548
581,595,Beauty and the Beast (1991),Multiple,1060,3.8858490566037736
1023,1095,Glengarry Glen Ross (1992),Drama,571,3.8844133099824867
1185,1277,Cyrano de Bergerac (1990),Multiple,363,3.884297520661157
2713,2921,High Plains Drifter (1972),Western,317,3.8832807570977916
1887,2068,Fanny and Alexander (1982),Drama,128,3.8828125
2864,3079,Mansfield Park (1999),Drama,145,3.882758620689655
1236,1333,"Birds, The (1963)",Horror,733,3.882673942701228
3192,3424,Do the Right Thing (1989),Multiple,781,3.880921895006402
1275,1374,Star Trek: The Wrath of Khan (1982),Multiple,1448,3.880524861878453
786,838,Emma (1996),Multiple,501,3.8802395209580838
2846,3061,Holiday Inn (1942),Multiple,275,3.88
1788,1968,"Breakfast Club, The (1985)",Multiple,1539,3.8797920727745288
3508,3751,Chicken Run (2000),Multiple,1329,3.8796087283671934
2166,2359,Waking Ned Devine (1998),Comedy,703,3.879089615931721
5,6,Heat (1995),Multiple,940,3.8787234042553194
3613,3859,"Eyes of Tammy Faye, The (2000)",Documentary,82,3.8780487804878048
1756,1936,Mrs. Miniver (1942),Multiple,82,3.8780487804878048
3288,3521,Mystery Train (1989),Multiple,188,3.877659574468085
1782,1962,Driving Miss Daisy (1989),Drama,652,3.8773006134969323
80,82,Antonia's Line (Antonia) (1995),Drama,89,3.8764044943820224
1506,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Multiple,265,3.8754716981132074
3174,3405,"Night to Remember, A (1958)",Multiple,144,3.875
2159,2352,"Big Chill, The (1983)",Multiple,838,3.8747016706443915
2741,2949,Dr. No (1962),Action,646,3.874613003095975
539,553,Tombstone (1993),Western,553,3.8734177215189876
3272,3505,No Way Out (1987),Thriller,355,3.8732394366197185
1504,1641,"Full Monty, The (1997)",Comedy,1199,3.872393661384487
255,262,"Little Princess, A (1995)",Multiple,172,3.872093023255814
118,123,Chungking Express (1994),Multiple,115,3.869565217391304
98,101,Bottle Rocket (1996),Comedy,253,3.869565217391304
2316,2511,"Long Goodbye, The (1973)",Crime,82,3.8658536585365852
240,247,Heavenly Creatures (1994),Multiple,477,3.8658280922431865
2524,2729,Lolita (1962),Drama,201,3.8656716417910446
2853,3068,"Verdict, The (1982)",Drama,379,3.865435356200528
3177,3408,Erin Brockovich (2000),Drama,1315,3.863878326996198
1137,1227,Once Upon a Time in America (1984),Multiple,241,3.863070539419087
832,892,Twelfth Night (1996),Multiple,152,3.861842105263158
1545,1682,"Truman Show, The (1998)",Drama,1005,3.861691542288557
1003,1073,Willy Wonka and the Chocolate Factory (1971),Multiple,1313,3.8613861386138613
354,364,"Lion King, The (1994)",Multiple,1121,3.8608385370205176
324,334,Vanya on 42nd Street (1994),Drama,114,3.8596491228070176
2295,2488,Peeping Tom (1960),Multiple,85,3.8588235294117648
1768,1948,Tom Jones (1963),Comedy,198,3.8585858585858586
2460,2662,"War of the Worlds, The (1953)",Multiple,565,3.8584070796460175
3544,3787,Shower (Xizhao) (1999),Comedy,63,3.857142857142857
2489,2693,Trekkies (1997),Documentary,224,3.857142857142857
363,373,Red Rock West (1992),Thriller,258,3.856589147286822
3115,3342,Birdy (1984),Multiple,223,3.8565022421524664
2888,3104,Midnight Run (1988),Multiple,765,3.8562091503267975
3165,3396,"Muppet Movie, The (1979)",Multiple,744,3.8561827956989245
2830,3044,Dead Again (1991),Multiple,583,3.855917667238422
2592,2797,Big (1988),Multiple,1491,3.8558014755197854
2534,2739,"Color Purple, The (1985)",Drama,450,3.8555555555555556
3504,3746,Butterfly (La Lengua de las Mariposas) (2000),Multiple,69,3.8550724637681157
3678,3925,Stranger Than Paradise (1984),Comedy,124,3.8548387096774195
2383,2580,Go (1999),Crime,723,3.854771784232365
2162,2355,"Bug's Life, A (1998)",Multiple,1703,3.854374633000587
1512,1649,"Fast, Cheap & Out of Control (1997)",Documentary,189,3.8518518518518516
2878,3094,Maurice (1987),Multiple,101,3.8514851485148514
839,900,"American in Paris, An (1951)",Multiple,343,3.8513119533527695
1958,2139,"Secret of NIMH, The (1982)",Multiple,369,3.850948509485095
885,946,To Be or Not to Be (1942),Multiple,161,3.8509316770186337
305,314,"Secret of Roan Inish, The (1994)",Drama,300,3.85
2980,3200,"Last Detail, The (1973)",Multiple,172,3.8488372093023258
2961,3178,"Hurricane, The (1999)",Drama,509,3.848722986247544
3047,3271,Of Mice and Men (1992),Drama,328,3.847560975609756
3318,3552,Caddyshack (1980),Comedy,967,3.8469493278179936
1183,1275,Highlander (1986),Multiple,741,3.8461538461538463
580,594,Snow White and the Seven Dwarfs (1937),Multiple,763,3.8453473132372213
1267,1365,Ridicule (1996),Drama,58,3.8448275862068964
3102,3328,Ghost Dog: The Way of the Samurai (1999),Multiple,314,3.843949044585987
1957,2138,Watership Down (1978),Multiple,305,3.8426229508196723
2590,2795,Vacation (1983),Comedy,549,3.841530054644809
327,337,What's Eating Gilbert Grape (1993),Drama,693,3.8412698412698414
2202,2395,Rushmore (1998),Comedy,1220,3.8409836065573773
1092,1180,Hear My Song (1991),Comedy,50,3.84
3625,3871,Shane (1953),Multiple,305,3.839344262295082
1526,1663,Stripes (1981),Comedy,740,3.8391891891891894
2990,3210,Fast Times at Ridgemont High (1982),Comedy,886,3.8374717832957113
3132,3361,Bull Durham (1988),Comedy,1095,3.837442922374429
3491,3733,"Paper Chase, The (1973)",Drama,289,3.837370242214533
1006,1078,Bananas (1971),Multiple,372,3.836021505376344
2030,2212,"Man Who Knew Too Much, The (1934)",Thriller,128,3.8359375
3314,3548,Auntie Mame (1958),Multiple,274,3.835766423357664
520,534,Shadowlands (1993),Multiple,286,3.835664335664336
3626,3872,"Suddenly, Last Summer (1959)",Drama,102,3.8333333333333335
3382,3622,"Twelve Chairs, The (1970)",Comedy,84,3.8333333333333335
120,125,Flirting With Disaster (1996),Comedy,318,3.8333333333333335
1949,2130,Atlantic City (1980),Multiple,304,3.8322368421052633
2882,3098,"Natural, The (1984)",Drama,548,3.832116788321168
2845,3060,"Commitments, The (1991)",Multiple,558,3.8315412186379927
2048,2238,Seven Beauties (Pasqualino Settebellezze) (1976),Multiple,77,3.831168831168831
1541,1678,"Joy Luck Club, The (1993)",Drama,474,3.829113924050633
2825,3039,Trading Places (1983),Comedy,839,3.828367103694875
2120,2312,Children of a Lesser God (1986),Drama,331,3.8277945619335347
2442,2644,Dracula (1931),Horror,238,3.827731092436975
78,80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,52,3.826923076923077
1169,1261,Evil Dead II (Dead By Dawn) (1987),Multiple,548,3.826642335766423
3433,3675,White Christmas (1954),Musical,271,3.8265682656826567
1733,1913,Picnic at Hanging Rock (1975),Multiple,167,3.8263473053892216
1586,1734,My Life in Pink (Ma vie en rose) (1997),Multiple,201,3.825870646766169
3266,3499,Misery (1990),Horror,884,3.82579185520362
460,474,In the Line of Fire (1993),Multiple,972,3.825102880658436
2249,2442,Hilary and Jackie (1998),Drama,160,3.825
1256,1354,Breaking the Waves (1996),Drama,267,3.8239700374531833
810,866,Bound (1996),Multiple,572,3.8234265734265733
2760,2971,All That Jazz (1979),Musical,317,3.823343848580442
1956,2137,Charlotte's Web (1973),Multiple,497,3.8229376257545273
1594,1748,Dark City (1998),Multiple,874,3.822654462242563
2552,2757,Frances (1982),Drama,135,3.8222222222222224
524,538,Six Degrees of Separation (1993),Drama,315,3.8222222222222224
983,1050,Looking for Richard (1996),Multiple,146,3.8219178082191783
535,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,157,3.821656050955414
2308,2502,Office Space (1999),Multiple,872,3.8211009174311927
3550,3793,X-Men (2000),Multiple,1511,3.8206485771012573
2022,2204,Saboteur (1942),Thriller,89,3.8202247191011236
3663,3910,Dancer in the Dark (2000),Multiple,200,3.82
1979,2160,Rosemary's Baby (1968),Multiple,712,3.818820224719101
2854,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,55,3.8181818181818183
521,535,Short Cuts (1993),Drama,301,3.8172757475083055
71,73,"Misérables, Les (1995)",Multiple,224,3.8169642857142856
1897,2078,"Jungle Book, The (1967)",Multiple,664,3.816265060240964
1193,1285,Heathers (1989),Comedy,803,3.8156911581569117
293,302,Queen Margot (La Reine Margot) (1994),Multiple,86,3.813953488372093
1384,1500,Grosse Pointe Blank (1997),Multiple,1136,3.813380281690141
1306,1408,"Last of the Mohicans, The (1992)",Multiple,975,3.8133333333333335
2140,2333,Gods and Monsters (1998),Drama,578,3.8131487889273354
2665,2872,Excalibur (1981),Multiple,742,3.81266846361186
193,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Multiple,117,3.8119658119658117
3137,3366,Where Eagles Dare (1969),Multiple,265,3.811320754716981
426,440,Dave (1993),Multiple,948,3.811181434599156
2103,2295,"Impostors, The (1998)",Comedy,74,3.810810810810811
1734,1914,Smoke Signals (1998),Multiple,372,3.8091397849462365
3545,3788,Blowup (1966),Multiple,246,3.8089430894308944
1784,1964,Klute (1971),Multiple,302,3.80794701986755
2683,2890,Three Kings (1999),Multiple,1021,3.8070519098922624
1259,1357,Shine (1996),Multiple,548,3.8065693430656933
209,215,Before Sunrise (1995),Multiple,160,3.80625
1179,1271,Fried Green Tomatoes (1991),Drama,593,3.806070826306914
335,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Multiple,469,3.8059701492537314
2943,3159,Fantasia 2000 (1999),Multiple,453,3.8057395143487858
1761,1941,Hamlet (1948),Drama,113,3.8053097345132745
1899,2080,Lady and the Tramp (1955),Multiple,864,3.8043981481481484
1125,1215,Army of Darkness (1993),Multiple,945,3.804232804232804
1095,1184,Mediterraneo (1991),Multiple,91,3.802197802197802
1500,1635,"Ice Storm, The (1997)",Drama,507,3.8007889546351086
3153,3384,"Taking of Pelham One Two Three, The (1974)",Action,276,3.800724637681159
548,562,Welcome to the Dollhouse (1995),Multiple,478,3.799163179916318
2118,2310,"Mighty, The (1998)",Drama,134,3.798507462686567
1732,1912,Out of Sight (1998),Multiple,908,3.797356828193833
1777,1957,Chariots of Fire (1981),Drama,634,3.7965299684542586
1775,1955,Kramer Vs. Kramer (1979),Drama,452,3.7964601769911503
1356,1466,Donnie Brasco (1997),Multiple,719,3.7955493741307373
883,944,Lost Horizon (1937),Drama,97,3.7938144329896906
10,11,"American President, The (1995)",Multiple,1033,3.7938044530493706
857,918,Meet Me in St. Louis (1944),Musical,189,3.7936507936507935
1213,1305,"Paris, Texas (1984)",Drama,121,3.793388429752066
15,16,Casino (1995),Multiple,682,3.7932551319648096
3070,3296,To Sir with Love (1967),Drama,203,3.793103448275862
3315,3549,Guys and Dolls (1955),Musical,260,3.792307692307692
3313,3547,Prick Up Your Ears (1987),Drama,77,3.792207792207792
3411,3653,"Endless Summer, The (1966)",Documentary,149,3.791946308724832
1741,1921,Pi (1998),Multiple,613,3.7911908646003263
1543,1680,Sliding Doors (1998),Multiple,464,3.790948275862069
3084,3310,"Kid, The (1921)",Action,62,3.7903225806451615
1091,1179,"Grifters, The (1990)",Multiple,885,3.7887005649717516
574,588,Aladdin (1992),Multiple,1351,3.788304959289415
2859,3074,Jeremiah Johnson (1972),Western,222,3.7882882882882885
2857,3072,Moonstruck (1987),Comedy,982,3.7871690427698574
1888,2069,"Trip to Bountiful, The (1985)",Drama,140,3.7857142857142856
1749,1929,Grand Hotel (1932),Drama,84,3.7857142857142856
2096,2288,"Thing, The (1982)",Multiple,741,3.785425101214575
868,929,Foreign Correspondent (1940),Thriller,93,3.78494623655914
2110,2302,My Cousin Vinny (1992),Comedy,1086,3.7845303867403315
2735,2943,Indochine (1992),Multiple,160,3.78125
3705,3952,"Contender, The (2000)",Multiple,388,3.7809278350515463
2889,3105,Awakenings (1990),Drama,680,3.7808823529411764
3413,3655,Blow-Out (La Grande Bouffe) (1973),Drama,50,3.78
1048,1125,"Return of the Pink Panther, The (1974)",Comedy,385,3.779220779220779
1013,1085,"Old Man and the Sea, The (1958)",Multiple,131,3.7786259541984735
1463,1594,In the Company of Men (1997),Drama,307,3.778501628664495
1502,1639,Chasing Amy (1997),Multiple,966,3.7784679089026914
2738,2946,Help! (1965),Multiple,291,3.7731958762886597
2958,3175,Galaxy Quest (1999),Multiple,1728,3.771412037037037
2952,3168,Easy Rider (1969),Multiple,485,3.7711340206185566
1536,1673,Boogie Nights (1997),Drama,1128,3.769503546099291
3293,3526,Parenthood (1989),Multiple,811,3.7694204685573367
517,531,"Secret Garden, The (1993)",Multiple,338,3.769230769230769
3063,3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,52,3.769230769230769
2208,2401,Pale Rider (1985),Western,312,3.769230769230769
1453,1584,Contact (1997),Multiple,1382,3.768451519536903
3128,3357,East-West (Est-ouest) (1999),Multiple,103,3.766990291262136
3283,3516,"Bell, Book and Candle (1958)",Multiple,227,3.7665198237885464
694,728,Cold Comfort Farm (1995),Comedy,217,3.7649769585253456
2516,2721,Trick (1999),Romance,85,3.764705882352941
2856,3071,Stand and Deliver (1987),Drama,327,3.764525993883792
466,480,Jurassic Park (1993),Multiple,2672,3.7638473053892216
1895,2076,Blue Velvet (1986),Multiple,654,3.7629969418960245
2814,3028,"Taming of the Shrew, The (1967)",Comedy,139,3.762589928057554
1546,1683,"Wings of the Dove, The (1997)",Multiple,218,3.761467889908257
2452,2654,"Wolf Man, The (1941)",Horror,134,3.7611940298507465
525,539,Sleepless in Seattle (1993),Multiple,986,3.760649087221095
1693,1873,"Misérables, Les (1998)",Drama,259,3.7606177606177607
2495,2700,"South Park: Bigger, Longer and Uncut (1999)",Multiple,1269,3.760441292356186
3104,3330,Splendor in the Grass (1961),Drama,108,3.759259259259259
1294,1393,Jerry Maguire (1996),Multiple,1353,3.7590539541759056
291,300,Quiz Show (1994),Drama,705,3.7588652482269502
3277,3510,Frequency (2000),Multiple,821,3.7588306942752743
242,249,Immortal Beloved (1994),Multiple,261,3.7586206896551726
3578,3822,"Girl on the Bridge, The (La Fille sur le Pont) (1999)",Multiple,70,3.757142857142857
1900,2081,"Little Mermaid, The (1989)",Multiple,1035,3.756521739130435
2884,3100,"River Runs Through It, A (1992)",Drama,623,3.756019261637239
188,194,Smoke (1995),Drama,213,3.755868544600939
957,1022,Cinderella (1950),Multiple,577,3.755632582322357
3436,3678,"Man with the Golden Arm, The (1955)",Drama,90,3.7555555555555555
3373,3613,Things Change (1988),Comedy,94,3.75531914893617
3155,3386,JFK (1991),Multiple,756,3.755291005291005
836,897,For Whom the Bell Tolls (1943),Multiple,98,3.7551020408163267
312,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,61,3.7540983606557377
887,948,Giant (1956),Drama,130,3.753846153846154
3175,3406,Captain Horatio Hornblower (1951),Multiple,105,3.7523809523809524
1224,1321,"American Werewolf in London, An (1981)",Horror,549,3.7522768670309654
2198,2391,"Simple Plan, A (1998)",Multiple,745,3.751677852348993
582,596,Pinocchio (1940),Multiple,498,3.751004016064257
1666,1845,Zero Effect (1998),Multiple,301,3.750830564784053
184,190,Safe (1995),Thriller,100,3.75
3685,3932,"Invisible Man, The (1933)",Multiple,232,3.75
3505,3747,Jesus' Son (1999),Drama,148,3.75
3032,3256,Patriot Games (1992),Multiple,1052,3.75
3303,3536,Keeping the Faith (2000),Multiple,489,3.7484662576687118
2756,2967,"Bad Seed, The (1956)",Multiple,127,3.748031496062992
2053,2243,Broadcast News (1987),Multiple,789,3.747782002534854
1187,1279,Night on Earth (1991),Multiple,194,3.747422680412371
2520,2725,Twin Falls Idaho (1999),Drama,95,3.7473684210526317
2744,2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Multiple,186,3.747311827956989
2714,2922,Hang 'em High (1967),Western,241,3.7468879668049793
3510,3753,"Patriot, The (2000)",Multiple,1240,3.7451612903225806
347,357,Four Weddings and a Funeral (1994),Multiple,1233,3.7437145174371453
1928,2109,"Jerk, The (1979)",Comedy,573,3.743455497382199
2820,3034,Robin Hood (1973),Multiple,343,3.7434402332361514
469,483,King of the Hill (1993),Drama,74,3.7432432432432434
1727,1907,Mulan (1998),Multiple,490,3.742857142857143
2049,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Multiple,97,3.7422680412371134
898,959,Of Human Bondage (1934),Drama,58,3.7413793103448274
3471,3713,"Long Walk Home, The (1990)",Drama,85,3.7411764705882353
1047,1124,On Golden Pond (1981),Drama,405,3.740740740740741
1894,2075,Mephisto (1981),Multiple,81,3.740740740740741
1449,1580,Men in Black (1997),Multiple,2538,3.739952718676123
1293,1392,Citizen Ruth (1996),Multiple,219,3.73972602739726
1838,2018,Bambi (1942),Multiple,589,3.738539898132428
1584,1732,"Big Lebowski, The (1998)",Multiple,1097,3.7383773928896993
2467,2669,Pork Chop Hill (1959),War,107,3.7383177570093458
2645,2852,"Soldier's Story, A (1984)",Drama,164,3.7378048780487805
3261,3494,True Grit (1969),Multiple,320,3.7375
3166,3397,"Great Muppet Caper, The (1981)",Multiple,358,3.7374301675977653
2154,2347,"Pope of Greenwich Village, The (1984)",Action,95,3.736842105263158
1083,1171,Bob Roberts (1992),Comedy,415,3.7349397590361444
3216,3448,"Good Morning, Vietnam (1987)",Multiple,1082,3.733826247689464
1022,1094,"Crying Game, The (1992)",Multiple,1229,3.7314890154597236
1757,1937,Going My Way (1944),Comedy,63,3.7301587301587302
3036,3260,Howards End (1992),Drama,480,3.7291666666666665
3481,3723,Hamlet (1990),Drama,269,3.7286245353159853
1297,1396,Sneakers (1992),Multiple,1091,3.7277726856095326
1582,1730,Kundun (1997),Drama,176,3.727272727272727
1969,2150,"Gods Must Be Crazy, The (1980)",Comedy,695,3.726618705035971
148,154,Belle de jour (1967),Drama,168,3.7261904761904763
339,349,Clear and Present Danger (1994),Multiple,1059,3.7261567516525025
1556,1694,"Apostle, The (1997)",Drama,471,3.7261146496815285
265,272,"Madness of King George, The (1994)",Drama,383,3.7258485639686683
2796,3008,Last Night (1998),Thriller,51,3.7254901960784315
91,94,Beautiful Girls (1996),Drama,182,3.7252747252747254
1547,1684,Mrs. Dalloway (1997),Romance,58,3.7241379310344827
155,161,Crimson Tide (1995),Multiple,760,3.723684210526316
3689,3936,"Phantom of the Opera, The (1943)",Multiple,112,3.7232142857142856
699,733,"Rock, The (1996)",Multiple,1340,3.723134328358209
3215,3447,"Good Earth, The (1937)",Drama,72,3.7222222222222223
3312,3546,What Ever Happened to Baby Jane? (1962),Multiple,223,3.7219730941704037
3254,3487,"Dorado, El (1967)",Western,68,3.7205882352941178
3586,3831,Saving Grace (2000),Comedy,186,3.7204301075268815
1936,2117,Nineteen Eighty-Four (1984),Multiple,278,3.7194244604316546
478,492,Manhattan Murder Mystery (1993),Multiple,335,3.719402985074627
1555,1693,Amistad (1997),Drama,351,3.717948717948718
3482,3724,Coming Home (1978),Multiple,195,3.717948717948718
537,551,"Nightmare Before Christmas, The (1993)",Multiple,996,3.717871485943775
2084,2276,"Soldier's Daughter Never Cries, A (1998)",Drama,70,3.7142857142857144
1944,2125,Ever After: A Cinderella Story (1998),Multiple,416,3.7139423076923075
3188,3420,...And Justice for All (1979),Multiple,199,3.71356783919598
3028,3252,Scent of a Woman (1992),Drama,555,3.7135135135135133
1802,1982,Halloween (1978),Horror,506,3.7134387351778657
313,322,Swimming with Sharks (1995),Multiple,209,3.712918660287081
2838,3052,Dogma (1999),Comedy,989,3.7128412537917086
2334,2529,Planet of the Apes (1968),Multiple,1162,3.712564543889845
3673,3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Multiple,66,3.712121212121212
2964,3181,Titus (1999),Drama,163,3.7116564417177913
1516,1653,Gattaca (1997),Multiple,1077,3.711234911792015
1963,2144,Sixteen Candles (1984),Comedy,719,3.710709318497914
1398,1517,Austin Powers: International Man of Mystery (1997),Comedy,1205,3.7103734439834026
1915,2096,Sleeping Beauty (1959),Multiple,511,3.710371819960861
2501,2706,American Pie (1999),Comedy,1389,3.7098632109431247
2861,3076,Irma la Douce (1963),Comedy,93,3.7096774193548385
3485,3727,Near Dark (1987),Multiple,148,3.7094594594594597
1258,1356,Star Trek: First Contact (1996),Multiple,1310,3.7091603053435116
1205,1297,Real Genius (1985),Comedy,442,3.7081447963800906
1927,2108,L.A. Story (1991),Multiple,825,3.7066666666666666
2781,2993,Thunderball (1965),Action,404,3.7054455445544554
880,941,"Mark of Zorro, The (1940)",Adventure,105,3.704761904761905
947,1012,Old Yeller (1957),Multiple,301,3.7043189368770766
2947,3163,Topsy-Turvy (1999),Drama,304,3.7039473684210527
2028,2210,Sabotage (1936),Thriller,54,3.7037037037037037
2971,3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,54,3.7037037037037037
954,1019,"20,000 Leagues Under the Sea (1954)",Multiple,575,3.7026086956521738
1937,2118,"Dead Zone, The (1983)",Multiple,363,3.7024793388429753
1370,1484,"Daytrippers, The (1996)",Mystery,124,3.7016129032258065
2913,3129,Sweet and Lowdown (1999),Multiple,288,3.701388888888889
1010,1082,"Candidate, The (1972)",Drama,154,3.7012987012987013
2851,3066,Tora! Tora! Tora! (1970),War,194,3.7010309278350517
2486,2690,"Ideal Husband, An (1999)",Comedy,390,3.7
2895,3111,Places in the Heart (1984),Drama,213,3.699530516431925
338,348,Bullets Over Broadway (1994),Comedy,455,3.698901098901099
2545,2750,Radio Days (1987),Multiple,285,3.6982456140350877
967,1032,Alice in Wonderland (1951),Multiple,525,3.697142857142857
2877,3093,McCabe & Mrs. Miller (1971),Multiple,208,3.6971153846153846
3607,3852,"Tao of Steve, The (2000)",Comedy,208,3.6971153846153846
2128,2321,Pleasantville (1998),Comedy,1158,3.6968911917098444
228,235,Ed Wood (1994),Multiple,927,3.696871628910464
60,62,Mr. Holland's Opus (1995),Drama,541,3.6968576709796674
2650,2857,Yellow Submarine (1968),Multiple,399,3.6967418546365916
3364,3604,Gypsy (1962),Musical,122,3.69672131147541
833,893,Mother Night (1996),Drama,69,3.6956521739130435
3020,3244,"Goodbye Girl, The (1977)",Multiple,322,3.6956521739130435
1771,1951,Oliver! (1968),Musical,213,3.6948356807511735
2757,2968,Time Bandits (1981),Multiple,1010,3.6940594059405942
427,441,Dazed and Confused (1993),Comedy,643,3.6936236391912907
1705,1885,"Opposite of Sex, The (1998)",Multiple,608,3.692434210526316
